adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0001193125-24-009244	1183765	MOLECULAR TEMPLATES, INC.	2834	US	TX	AUSTIN	78729	9301 AMBERGLEN BLVD	SUITE 100	512 896 1555	US	TX	AUSTIN	78729	9301 AMBERGLEN BLVD	SUITE 100	US	DE	943409596	THRESHOLD PHARMACEUTICALS INC	20020828	4-NON	0	1231	8-K	20231231			20240117	2024-01-17 16:05:00.0	0	0	d715119d8k_htm.xml	1					
0001193125-24-009246	709337	FARMERS NATIONAL BANC CORP /OH/	6022	US	OH	CANFIELD	44406	20 S BROAD STREET	P O BOX 555	3305333341	US	OH	CANFIELD	44406	20 S BROAD STREET	PO BOX 555	US	OH	341371693			2-ACC	0	1231	8-K	20240131			20240117	2024-01-17 16:06:00.0	0	0	d730982d8k_htm.xml	1					
0001193125-24-009259	1668243	UROGEN PHARMA LTD.	2834	IL		RA'ANANA	4365007	9 HA'TA'ASIYA ST		972 9 770 7601	IL		RA'ANANA	4365007	9 HA'TA'ASIYA ST		IL		000000000			4-NON	0	1231	8-K	20240131			20240117	2024-01-17 16:16:00.0	0	0	d731454d8k_htm.xml	1					
0001193125-24-009264	1369290	MYOMO, INC.	3842	US	MA	BOSTON	02114	137 PORTLAND STREET	4TH FLOOR	617-996-9058	US	MA	BOSTON	02114	137 PORTLAND STREET	4TH FLOOR	US	DE	000000000	MYOMO INC	20060718	4-NON	0	1231	8-K	20240131			20240117	2024-01-17 16:20:00.0	0	0	d573347d8k_htm.xml	1					
0001193125-24-009272	1409493	CHIMERA INVESTMENT CORP	6798	US	NY	NEW YORK	10022	520 MADISON AVENUE	32ND FLOOR	212-626-2300	US	NY	NEW YORK	10022	520 MADISON AVENUE	32ND FLOOR	US	MD	260630461			1-LAF	0	1231	8-K	20231231			20240117	2024-01-17 16:27:00.0	0	0	d726079d8k_htm.xml	1					
0001193125-24-009277	1674168	HILTON GRAND VACATIONS INC.	7000	US	FL	ORLANDO	32835	6355 METROWEST BOULEVARD, SUITE 180		407-722-3100	US	FL	ORLANDO	32835	6355 METROWEST BOULEVARD, SUITE 180		US	DE	812545345			1-LAF	0	1231	8-K	20240131			20240117	2024-01-17 16:31:00.0	0	0	d929151d8k_htm.xml	1					
0001193125-24-009278	1910851	R1 RCM INC. /DE	8741	US	UT	MURRAY	84123	434 W. ASCENSION WAY, 6TH FLOOR		(312) 324-7820	US	UT	MURRAY	84123	434 W. ASCENSION WAY, 6TH FLOOR				874340782	PROJECT ROADRUNNER PARENT INC.	20220211	1-LAF	0	1231	8-K	20240131			20240117	2024-01-17 16:32:00.0	0	0	d731628d8k_htm.xml	1					
0001193125-24-009281	1724965	TALOS ENERGY INC.	1311	US	TX	HOUSTON	77002	333 CLAY STREET	SUITE 3300	713-328-3000	US	TX	HOUSTON	77002	333 CLAY STREET	SUITE 3300	US	DE	823532642	SAILFISH ENERGY HOLDINGS CORP	20171211	1-LAF	0	1231	8-K	20240131			20240117	2024-01-17 16:32:00.0	0	0	d662861d8k_htm.xml	1					
0001193125-24-009293	1819253	BIOTE CORP.	2833	US	TX	IRVING	75038	1875 W. WALNUT HILL LN #100		972-486-9346	US	TX	IRVING	75038	1875 W. WALNUT HILL LN #100				851791125	HAYMAKER ACQUISITION CORP. III	20200727	4-NON	0	1231	8-K	20240131			20240117	2024-01-17 16:40:00.0	0	0	d730565d8k_htm.xml	1					
0001193125-24-009301	1120193	NASDAQ, INC.	6200	US	NY	NEW YORK	10036	151 W. 42ND STREET		1 212 401 8700	US	NY	NEW YORK	10036	151 W. 42ND STREET		US	DE	521165937	NASDAQ OMX GROUP, INC.	20080227	1-LAF	0	1231	8-K/A	20231031			20240117	2024-01-17 16:54:00.0	0	0	d47532d8ka_htm.xml	1					
0001193125-24-009316	1021860	NOV INC.	3533	US	TX	HOUSTON	77042	10353 RICHMOND AVE.		346-223-3000	US	TX	HOUSTON	77042	10353 RICHMOND AVE.		US	DE	760475815	NATIONAL OILWELL VARCO INC	20050311	1-LAF	0	1231	8-K	20240131			20240117	2024-01-17 17:16:00.0	0	0	d731298d8k_htm.xml	1					
0001193125-24-009331	1572694	GOLDMAN SACHS BDC, INC.		US	NY	NEW YORK	10282	200 WEST STREET	ATT: PRIVATE CREDIT GROUP	1-212-902-0328	US	NY	NEW YORK	10282	200 WEST STREET	ATT: PRIVATE CREDIT GROUP	US	DE	462176593	GOLDMAN SACHS LIBERTY HARBOR CAPITAL, LLC	20130321	1-LAF	0	1231	8-K	20240131			20240117	2024-01-17 17:29:00.0	0	0	d105289d8k_htm.xml	1					
0001213900-24-003818	1883984	ALTERNUS CLEAN ENERGY, INC.	4931	US	SC	FORT MILL	29715	360 KINGSLEY PARK DRIVE	SUITE 250	800-508-1531	US	SC	FORT MILL	29715	360 KINGSLEY PARK DRIVE	SUITE 250	US	DE	871431377	CLEAN EARTH ACQUISITIONS CORP.	20210920	4-NON	0	1231	8-K	20240131			20240117	2024-01-16 17:34:00.0	0	0	ea191681-8k_alternus_htm.xml	1					
0001213900-24-003847	1870404	PHOENIX BIOTECH ACQUISITION CORP.	2836	US	PA	PHILADELPHIA	19103	2001 MARKET STREET	SUITE 3400	2157319450	US	PA	PHILADELPHIA	19103	2001 MARKET STREET	SUITE 3400	US	DE	871088814			4-NON	0	1231	S-4/A	20230930			20240117	2024-01-16 18:44:00.0	0	1	fs42024a5_phoenix_htm.xml	1					
0001213900-24-003880	1873875	INCANNEX HEALTHCARE INC.	2834	AU		DOCKLANDS, VICTORIA	3008	401 DOCKLANDS DRIVE	SUITE 15, LEVEL 12	61 409 840 786	AU		DOCKLANDS, VICTORIA	3008	401 DOCKLANDS DRIVE	SUITE 15, LEVEL 12	AU		000000000	INCANNEX HEALTHCARE LTD	20210720	4-NON	0	0630	8-K	20240131			20240117	2024-01-17 06:06:00.0	0	0	ea191729-8k_incannex_htm.xml	1					
0001213900-24-003882	1720286	INTERNET SCIENCES INC.	4899	US	NY	NEW YORK	10175	521 FIFTH AVE, 17TH FLOOR		212-586-4141	US	NY	NEW YORK	10175	521 FIFTH AVE, 17TH FLOOR		US	DE	812775456	LUXURY TRINE DIGITAL MEDIA GROUP INC.	20171020	4-NON	0	1231	8-K	20240131			20240117	2024-01-17 06:10:00.0	0	0	ea191727-8k_internetsci_htm.xml	1					
0001213900-24-003899	1690080	180 LIFE SCIENCES CORP.	2834	US	CA	PALO ALTO	94306	3000 EL CAMINO REAL	BLDG 4, STE 200	650-507-0669	US	CA	PALO ALTO	94306	3000 EL CAMINO REAL	BLDG 4, STE 200	US	DE	813832378	KBL MERGER CORP. IV	20161115	4-NON	0	1231	8-K	20231231			20240117	2024-01-17 08:31:00.0	0	0	ea191699-8k_180life_htm.xml	1					
0001213900-24-003906	1855447	TIGO ENERGY, INC.	3674	US	CA	CAMPBELL	95008	655 CAMPBELL TECHNOLOGY PARKWAY	SUITE 150	(408) 402-0802	US	CA	CAMPBELL	95008	655 CAMPBELL TECHNOLOGY PARKWAY	SUITE 150	US	DE	000000000	ROTH CH ACQUISITION IV CO.	20210406	4-NON	0	1231	8-K	20240131			20240117	2024-01-17 09:10:00.0	0	0	ea191714-8k_tigoenergy_htm.xml	1					
0001213900-24-003911	1846750	ZALATORIS ACQUISITION CORP.	6770	US	NY	NEW YORK	10005	99 WALL STREET, #5801		646-450-2536	US	NY	NEW YORK	10005	99 WALL STREET, #5801		US	DE	861837862	TRAJECTORY ALPHA ACQUISITION CORP.	20210217	4-NON	0	1231	8-K	20231231			20240117	2024-01-17 09:17:00.0	0	0	ea191576-8k425_zalatoris_htm.xml	1					
0001213900-24-003915	1787518	NUKKLEUS INC.	8742	CN		SHANGHAI	200062	99 DAN BA ROAD C-9	PUTUO DISTRICT	086-021-80125497	CN		SHANGHAI	200062	99 DAN BA ROAD C-9	PUTUO DISTRICT	VG		000000000	BRILLIANT ACQUISITION CORP	20190909	4-NON	0	0930	8-K	20240131			20240117	2024-01-17 09:22:00.0	0	0	ea191679-8k_nukkleus_htm.xml	1					
0001213900-24-004017	854800	TINGO GROUP, INC.	2000	US	NJ	MONTVALE	07645	28 WEST GRAND AVENUE, SUITE 3		201-225-0190	US	NJ	MONTVALE	07645	28 WEST GRAND AVENUE, SUITE 3		US	DE	270016420	MICT, INC.	20180716	4-NON	0	1231	8-K	20231231			20240117	2024-01-17 12:58:00.0	0	0	ea191736-8k_tingogroup_htm.xml	1					
0001213900-24-004054	1815436	ADVANCED HEALTH INTELLIGENCE LTD	7372	AU		SOUTH PERTH	6151	UNIT 5/71 - 73 THE ESPLANADE		61 8 9324 2099	AU		SOUTH PERTH	6151	UNIT 5/71 - 73 THE ESPLANADE		AU		000000000	ADVANCED HUMAN IMAGING LTD	20210625	4-NON	0	0630	20-F/A	20230630	2023	FY	20240117	2024-01-17 14:18:00.0	0	1	f20f2023a1_advancedhea_htm.xml	1					
0001213900-24-004092	1297341	KENTUCKY FIRST FEDERAL BANCORP	6035	US	KY	HAZARD	41702	479 MAIN STREET		(606) 436-3860	US	KY	HAZARD	41702	479 MAIN STREET				611484858	KENTUCKY FIRST FEDERAL BANCORP INC	20040715	4-NON	0	0630	8-K	20240131			20240117	2024-01-17 15:23:00.0	0	0	ea191760-8k_kentucky_htm.xml	1					
0001213900-24-004134	1831979	GLOBAL PARTNER ACQUISITION CORP II	2800	US	NY	NEW YORK	10166	200 PARK AVENUE	32ND FLOOR	(646) 585-8975	US	NY	NEW YORK	10166	200 PARK AVENUE	32ND FLOOR	KY		000000000			4-NON	0	1231	8-K	20240131			20240117	2024-01-17 16:05:00.0	0	0	ea191716-8k425_global2_htm.xml	1					
0001213900-24-004138	1708341	ALLIED GAMING & ENTERTAINMENT INC.	7900	US	NY	NEW YORK	10151	745 FIFTH AVENUE	SUITE 500	(646) 768-4240	US	NY	NEW YORK	10151	745 FIFTH AVENUE	SUITE 500	US	DE	821659427	ALLIED ESPORTS ENTERTAINMENT, INC.	20190815	4-NON	0	1231	8-K	20240131			20240117	2024-01-17 16:13:00.0	0	0	ea191761-8k_alliedgaming_htm.xml	1					
0001213900-24-004149	1840877	ENVOY MEDICAL, INC.	3842	US	MN	WHITE BEAR LAKE	55110	4875 WHITE BEAR PARKWAY		651-361-8000	US	MN	WHITE BEAR LAKE	55110	4875 WHITE BEAR PARKWAY				861369123	ANZU SPECIAL ACQUISITION CORP I	20210115	4-NON	0	1231	10-Q/A	20230930	2023	Q3	20240117	2024-01-17 16:17:00.0	0	1	f10q0923a1_envoymedical_htm.xml	1					
0001213900-24-004172	1173313	ABVC BIOPHARMA, INC.	2834	US	CA	FREMONT	94538	44370 OLD WARM SPRINGS BLVD.		510-668-0881	US	CA	FREMONT	94538	44370 OLD WARM SPRINGS BLVD.		US	NV	260014658	AMERICAN BRIVISION (HOLDING) CORP	20160111	4-NON	0	1231	8-K	20240131			20240117	2024-01-17 16:30:00.0	1	0	ea191664-8k_abvcbio_htm.xml	1					
0001213900-24-004173	1707910	REBORN COFFEE, INC.	5812	US	CA	BREA	92821	580 N. BERRY STREET		714-784-6369	US	CA	BREA	92821	580 N. BERRY STREET		US	DE	474752305	CAPAX INC.	20170530	4-NON	0	1231	8-K	20240131			20240117	2024-01-17 16:31:00.0	0	0	ea191741-8k_reborncoffee_htm.xml	1					
0001213900-24-004178	1546383	JX LUXVENTURE LTD	5130	CN		HAIKOU CITY, HAINAN PROVINCE	570100	BIN HAI DA DAO NO. 270, LANG QIN WAN GUO	JI DU JIA CUN ZONG HE LOU, XIU YING DIST	(86) 595 8889 6198	CN		HAIKOU CITY, HAINAN PROVINCE	570100	BIN HAI DA DAO NO. 270, LANG QIN WAN GUO	JI DU JIA CUN ZONG HE LOU, XIU YING DIST	MH		000000000	KBS FASHION GROUP LTD	20141103	4-NON	0	1231	20-F/A	20221231	2022	FY	20240117	2024-01-17 16:37:00.0	0	1	f20f2022a4_jxluxventure_htm.xml	1					
0001213900-24-004187	1794776	PALMER SQUARE CAPITAL BDC INC.		US	KS	MISSION WOODS	66205	1900 SHAWNEE MISSION PARKWAY	SUITE 315	816-994-3200	US	KS	MISSION WOODS	66205	1900 SHAWNEE MISSION PARKWAY	SUITE 315	US	MD	843665200			4-NON	0	1231	8-K	20240131			20240117	2024-01-17 16:48:00.0	0	0	ea168398_8k_htm.xml	1					
0001213900-24-004194	1173313	ABVC BIOPHARMA, INC.	2834	US	CA	FREMONT	94538	44370 OLD WARM SPRINGS BLVD.		510-668-0881	US	CA	FREMONT	94538	44370 OLD WARM SPRINGS BLVD.		US	NV	260014658	AMERICAN BRIVISION (HOLDING) CORP	20160111	4-NON	0	1231	8-K	20240131			20240117	2024-01-17 17:00:00.0	1	0	ea191656-8k_abvcbio_htm.xml	1					
0001213900-24-004195	1825962	QUADRO ACQUISITION ONE CORP.	6770	US	CA	LOS ANGELES	90027	2685 NOTTINGHAM AVENUE		302-738-6680	US	CA	LOS ANGELES	90027	2685 NOTTINGHAM AVENUE		KY		000000000	KISMET ACQUISITION TWO CORP.	20200924	4-NON	0	1231	8-K	20231231			20240117	2024-01-17 17:01:00.0	0	0	ea191636-8k425_quadro1_htm.xml	1					
0001213900-24-004199	1173313	ABVC BIOPHARMA, INC.	2834	US	CA	FREMONT	94538	44370 OLD WARM SPRINGS BLVD.		510-668-0881	US	CA	FREMONT	94538	44370 OLD WARM SPRINGS BLVD.		US	NV	260014658	AMERICAN BRIVISION (HOLDING) CORP	20160111	4-NON	0	1231	8-K/A	20231130			20240117	2024-01-17 17:02:00.0	1	0	ea191466-8ka1_abvcbio_htm.xml	1					
0001213900-24-004204	1842937	HENNESSY CAPITAL INVESTMENT CORP. VI	6770	US	WY	WILSON	83014	3415 N. PINES WAY	SUITE 204	(307) 201-1903	US	WY	WILSON	83014	3415 N. PINES WAY	SUITE 204	US	DE	861626937			4-NON	0	1231	8-K	20240131			20240117	2024-01-17 17:17:00.0	0	0	ea191687-8k_hennessy6_htm.xml	1					
0001214659-24-000832	1437491	RISKON INTERNATIONAL, INC.	7374	US	TX	SAN ANTONIO	78215	303 PEARL PARKWAY SUITE 200		(800) 762-7293	US	TX	SAN ANTONIO	78215	303 PEARL PARKWAY SUITE 200		US	NV	000000000	BITNILE METAVERSE, INC.	20230321	4-NON	0	0331	S-3				20240117	2024-01-17 16:31:00.0	0	0	e117240s3_htm.xml	1					
0001275168-24-000009	1275168	FIVE STAR BANCORP	6022	US	CA	RANCHO CORDOVA	95670	3100 ZINFANDEL DRIVE	SUITE 100	916-626-5000	US	CA	RANCHO CORDOVA	95670	3100 ZINFANDEL DRIVE	SUITE 100	US	CA	753100966			4-NON	0	1231	8-K	20240131			20240117	2024-01-16 18:44:00.0	0	0	fsbc-20240116_htm.xml	1					
0001325814-24-000012	1325814	FEDERAL HOME LOAN BANK OF DES MOINES	6111	US	IA	DES MOINES	50309	909 LOCUST STREET		515-412-2100	US	IA	DES MOINES	50309	909 LOCUST STREET		US		426000149			4-NON	0	1231	8-K	20231231			20240117	2024-01-17 11:46:00.0	0	0	fhlbdm-20240110_htm.xml	1					
0001331451-24-000010	1331451	FEDERAL HOME LOAN BANK OF CHICAGO	6111	US	IL	CHICAGO	60607	433 WEST VAN BUREN STREET	SUITE 501S	(312)565-5700	US	IL	CHICAGO	60607	433 WEST VAN BUREN STREET	SUITE 501S	US		000000000			4-NON	0	1231	8-K	20231231			20240117	2024-01-17 11:56:00.0	0	0	fhlbc-20240110_htm.xml	1					
0001331463-24-000012	1331463	FEDERAL HOME LOAN BANK OF BOSTON	6111	US	MA	BOSTON	02199	800 BOYLSTON STREET	6TH FLOOR	617-292-9600	US	MA	BOSTON	02199	800 BOYLSTON STREET	6TH FLOOR	US		046002575			4-NON	0	1231	8-K/A	20231031			20240117	2024-01-17 13:56:00.0	0	0	fhlbbost-20231020_htm.xml	1					
0001345126-24-000007	1345126	COMPASS DIVERSIFIED HOLDINGS	2510	US	CT	WESTPORT	06880	301 RIVERSIDE AVENUE		203-221-1703	US	CT	WESTPORT	06880	301 RIVERSIDE AVENUE		US	DE	576218917	COMPASS DIVERSIFIED TRUST	20051122	1-LAF	0	1231	8-K	20240131			20240117	2024-01-17 08:25:00.0	0	0	codi-20240117_htm.xml	2	1345122				
0001366561-24-000011	1366561	SMARTSHEET INC	7372	US	WA	BELLEVUE	98004	500 108TH AVE NE	SUITE 200	844-324-2360	US	WA	BELLEVUE	98004	500 108TH AVE NE	SUITE 200	US	WA	202954357	SMARTSHEET.COM INC	20060619	1-LAF	0	0131	8-K	20240131			20240117	2024-01-17 09:06:00.0	0	0	smar-20240117_htm.xml	1					
0001376474-24-000039	724910	NVE CORP /NEW/	3674	US	MN	EDEN PRAIRIE	55344	11409 VALLEY VIEW ROAD		9528299217	US	MN	EDEN PRAIRIE	55344	11409 VALLEY VIEW ROAD		US	MN	411424202	PREMIS CORP	19920703	4-NON	0	0331	8-K	20240131			20240117	2024-01-17 16:09:00.0	0	0	nvec-20240117_htm.xml	1					
0001376474-24-000040	724910	NVE CORP /NEW/	3674	US	MN	EDEN PRAIRIE	55344	11409 VALLEY VIEW ROAD		9528299217	US	MN	EDEN PRAIRIE	55344	11409 VALLEY VIEW ROAD		US	MN	411424202	PREMIS CORP	19920703	4-NON	0	0331	10-Q	20231231	2024	Q3	20240117	2024-01-17 16:11:00.0	0	1	nvec-20231231_htm.xml	1					
0001393612-24-000004	1393612	DISCOVER FINANCIAL SERVICES	6141	US	IL	RIVERWOODS	60015	2500 LAKE COOK ROAD		224-405-0900	US	IL	RIVERWOODS	60015	2500 LAKE COOK ROAD		US	DE	362517428			1-LAF	0	1231	8-K	20240131			20240117	2024-01-17 16:16:00.0	0	0	dfs-20240117_htm.xml	1					
0001396440-24-000042	1396440	MAIN STREET CAPITAL CORP		US	TX	HOUSTON	77056	1300 POST OAK BOULEVARD	8TH FLOOR	(713) 350-6000	US	TX	HOUSTON	77056	1300 POST OAK BOULEVARD	8TH FLOOR	US	MD	412230745			1-LAF	0	1231	8-K	20240131			20240117	2024-01-17 08:50:00.0	0	0	main-20240117_htm.xml	1					
0001405495-24-000012	1405495	INTERDIGITAL, INC.	6794	US	DE	WILMINGTON	19809-3727	200 BELLEVUE PARKWAY	SUITE 300	302-281-3600	US	DE	WILMINGTON	19809-3727	200 BELLEVUE PARKWAY	SUITE 300			824936666			1-LAF	0	1231	8-K	20240131			20240117	2024-01-17 16:22:00.0	0	0	idcc-20240117_htm.xml	1					
0001437749-24-001425	728535	HUNT J B TRANSPORT SERVICES INC	4213	US	AR	LOWELL	72745	615 JB HUNT CORPORATE DR	PO BOX 130	479-820-0000	US	AR	LOWELL	72745	615 JB HUNT CORPORATE DRIVE	PO BOX 130	US	AR	710335111			1-LAF	0	1231	8-K	20231231			20240117	2024-01-16 17:35:00.0	0	0	jbht20240115_8k_htm.xml	1					
0001437749-24-001469	946486	WINDTREE THERAPEUTICS INC /DE/	2836	US	PA	WARRINGTON	18976	2600 KELLY ROAD	SUITE 100	2154889300	US	PA	WARRINGTON	18976	2600 KELLY ROAD	SUITE 100	US	DE	943171943	DISCOVERY LABORATORIES INC /DE/	19971201	4-NON	0	1231	8-K	20231231			20240117	2024-01-17 07:56:00.0	0	0	wint20240116_8k_htm.xml	1					
0001437749-24-001476	1168455	PLUMAS BANCORP	6153	US	NV	RENO	89511	5525 KIETZKE LANE, STE. 100		775-786-0907	US	NV	RENO	89511	5525 KIETZKE LANE, STE. 100		US	CA	752987096			4-NON	0	1231	8-K	20240131			20240117	2024-01-17 09:00:00.0	0	0	plbc20240112_8k_htm.xml	1					
0001437749-24-001500	728387	PERSPECTIVE THERAPEUTICS, INC.	3841	US	WA	SEATTLE	98121	2401 ELLIOTT AVENUE	SUITE 320	(509) 375-1202	US	WA	SEATTLE	98121	2401 ELLIOTT AVENUE	SUITE 320	US	DE	411458152	ISORAY, INC.	20181231	4-NON	0	1231	8-K	20240131			20240117	2024-01-17 13:39:00.0	1	0	isr20240107_8k_htm.xml	1					
0001437749-24-001501	728387	PERSPECTIVE THERAPEUTICS, INC.	3841	US	WA	SEATTLE	98121	2401 ELLIOTT AVENUE	SUITE 320	(509) 375-1202	US	WA	SEATTLE	98121	2401 ELLIOTT AVENUE	SUITE 320	US	DE	411458152	ISORAY, INC.	20181231	4-NON	0	1231	8-K	20240131			20240117	2024-01-17 13:40:00.0	1	0	isr20240117c_8k_htm.xml	1					
0001437749-24-001502	728387	PERSPECTIVE THERAPEUTICS, INC.	3841	US	WA	SEATTLE	98121	2401 ELLIOTT AVENUE	SUITE 320	(509) 375-1202	US	WA	SEATTLE	98121	2401 ELLIOTT AVENUE	SUITE 320	US	DE	411458152	ISORAY, INC.	20181231	4-NON	0	1231	8-K/A	20231231			20240117	2024-01-17 13:41:00.0	0	0	isr20240116_8ka_htm.xml	1					
0001437749-24-001509	729580	BEL FUSE INC /NJ	3677	US	NJ	WEST ORANGE	07052	300 EXECUTIVE DRIVE	SUITE 300	2014320463	US	NJ	WEST ORANGE	07052	300 EXECUTIVE DRIVE	SUITE 300	US	NJ	221463699			2-ACC	0	1231	8-K	20240131			20240117	2024-01-17 15:12:00.0	0	0	belfb20240115_8k_htm.xml	1					
0001437749-24-001524	1513818	ARAVIVE, INC.	2834	US	TX	HOUSTON	77098	RIVER OAKS TOWER	3730 KIRBY DRIVE, SUITE 1200	936-355-1910	US	TX	HOUSTON	77098	RIVER OAKS TOWER	3730 KIRBY DRIVE, SUITE 1200	US	TX	264106690	VERSARTIS, INC.	20110223	4-NON	0	1231	8-K	20231231			20240117	2024-01-17 16:23:00.0	0	0	arav20240116c_8k_htm.xml	1					
0001437749-24-001527	1334933	URANIUM ENERGY CORP	1090	CA	BC	VANCOUVER	V6E 4A2	1830 - 1188 WEST GEORGIA STREET		361-888-8235	CA	BC	VANCOUVER	V6E 4A2	1830 - 1188 WEST GEORGIA STREET		US	NV	980399476			1-LAF	0	0731	8-K	20240131			20240117	2024-01-17 16:32:00.0	0	0	uec20240115_8k_htm.xml	1					
0001437749-24-001533	728387	PERSPECTIVE THERAPEUTICS, INC.	3841	US	WA	SEATTLE	98121	2401 ELLIOTT AVENUE	SUITE 320	(509) 375-1202	US	WA	SEATTLE	98121	2401 ELLIOTT AVENUE	SUITE 320	US	DE	411458152	ISORAY, INC.	20181231	4-NON	0	1231	8-K	20240131			20240117	2024-01-17 16:44:00.0	0	0	isr20240117_8k_htm.xml	1					
0001437749-24-001534	894627	VAALCO ENERGY INC /DE/	1311	US	TX	HOUSTON	77042	9800 RICHMOND AVE.	SUITE 700	713-623-0801	US	TX	HOUSTON	77042	9800 RICHMOND AVE.	SUITE 700	US	DE	760274813			2-ACC	0	1231	8-K	20240131			20240117	2024-01-17 16:51:00.0	0	0	egy20240116_8k_htm.xml	1					
0001437749-24-001540	70487	NATIONAL RESEARCH CORP	8731	US	NE	LINCOLN	68508	1245 Q STREET		4024752525	US	NE	LINCOLN	68508	1245 Q STREET		US	DE	470634000			2-ACC	0	1231	8-K	20240131			20240117	2024-01-17 17:01:00.0	0	0	nrc20240116_8k_htm.xml	1					
0001476765-24-000005	1476765	GOLUB CAPITAL BDC, INC.		US	NY	NEW YORK	10166	200 PARK AVENUE	25TH FLOOR	212.750.6060	US	NY	NEW YORK	10166	200 PARK AVENUE	25TH FLOOR	US	DE	471893276	GOLUB CAPITAL INVESTMENT CORP	20170511	1-LAF	0	0930	8-K	20240131			20240117	2024-01-17 08:45:00.0	0	0	gbdc-20240117_htm.xml	1					
0001477932-24-000223	1629205	INNOVATION1 BIOTECH INC.	2834	US	NJ	ROCKAWAY	07866	179 RTE 46W, SUITE 15 #147		929-459-4966	US	NJ	ROCKAWAY	07866	179 RTE 46W, SUITE 15 #147		US	NV	822275255	GRIDIRON BIONUTRIENTS, INC.	20180220	4-NON	0	0831	10-K	20230831	2023	FY	20240117	2024-01-16 20:40:00.0	0	1	ivbt_10k_htm.xml	1		6243650.00	20230228		1
0001477932-24-000230	1437925	GOLDEN MATRIX GROUP, INC.	7372	US	NV	LAS VEGAS	89103	3651 LINDELL ROAD, STE D131		702-318-7548	US	NV	LAS VEGAS	89103	3651 LINDELL ROAD, STE D131		US	NV	461814729	SOURCE GOLD CORP.	20091016	4-NON	0	1031	10-K	20231031	2023	FY	20240117	2024-01-17 06:06:00.0	0	1	gmgi_10k_htm.xml	1		38572894.00	20230430		1
0001477932-24-000236	1437925	GOLDEN MATRIX GROUP, INC.	7372	US	NV	LAS VEGAS	89103	3651 LINDELL ROAD, STE D131		702-318-7548	US	NV	LAS VEGAS	89103	3651 LINDELL ROAD, STE D131		US	NV	461814729	SOURCE GOLD CORP.	20091016	4-NON	0	1031	8-K	20240131			20240117	2024-01-17 09:30:00.0	0	0	gmgi_8k_htm.xml	1					
0001493152-24-002521	1748232	GPODS, INC.	5200	US	CA	CARLSBAD	92008	1308 OAK AVENUE		760-681-6665	US	CA	CARLSBAD	92008	1308 OAK AVENUE		US	NV	821608504			4-NON	0	0331	10-Q	20201231	2021	Q3	20240117	2024-01-16 18:57:00.0	0	1	form10-q_htm.xml	1					
0001493152-24-002533	1858685	BIOFRONTERA INC.	2834	US	MA	WOBURN	01801	120 PRESIDENTIAL WAY,	SUITE 330	781-245-1325	US	MA	WOBURN	01801	120 PRESIDENTIAL WAY,	SUITE 330	US	DE	473765675			4-NON	0	1231	S-1	20230930			20240117	2024-01-16 19:23:00.0	1	1	forms-1_htm.xml	1					
0001493152-24-002548	1716947	ENSYSCE BIOSCIENCES, INC.	2834	US	CA	LA JOLLA	92037	7946 IVANHOE AVENUE	SUITE 201	(858) 263-4196	US	CA	LA JOLLA	92037	7946 IVANHOE AVENUE	SUITE 201	US	DE	822755287	LEISURE ACQUISITION CORP.	20170913	4-NON	0	1231	S-1	20230930			20240117	2024-01-16 21:57:00.0	0	1	forms-1_htm.xml	1					
0001493152-24-002555	1498148	ARTIFICIAL INTELLIGENCE TECHNOLOGY SOLUTIONS INC.	7372	US	MI	FERNDALE	48220	10800 GALAXIE AVENUE		(877) 787-6268	US	MI	FERNDALE	48220	10800 GALAXIE AVENUE		US	NV	272343603	ON THE MOVE SYSTEMS CORP.	20100803	4-NON	0	0229	8-K	20240131			20240117	2024-01-17 06:04:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-002557	1499717	STAFFING 360 SOLUTIONS, INC.	7363	US	NY	NEW YORK	10017	757 THIRD AVENUE	27TH FLOOR	646-507-5710	US	NY	NEW YORK	10017	757 THIRD AVENUE	27TH FLOOR	US	DE	680680859	GOLDEN FORK CORP	20100820	4-NON	0	1231	8-K	20240131			20240117	2024-01-17 06:06:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-002563	1760903	SAFETY SHOT, INC.	2844	US	FL	JUPITER	33477	1061 E. INDIANTOWN RD.	STE. 110	561-325-0482	US	FL	JUPITER	33477	1061 E. INDIANTOWN RD.	STE. 110	US	DE	832455880	JUPITER WELLNESS, INC.	20200615	4-NON	0	1231	8-K	20240131			20240117	2024-01-17 08:00:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-002567	1378140	OCEAN POWER TECHNOLOGIES, INC.	4911	US	NJ	MONROE TOWNSHIP	08831	28 ENGELHARD DRIVE	SUITE B	609-730-0400	US	NJ	MONROE TOWNSHIP	08831	28 ENGELHARD DRIVE	SUITE B	US	NJ	222535818	OCEAN POWER TECHNOLOGIES, INC.	20061012	4-NON	0	0430	8-K	20240131			20240117	2024-01-17 09:00:00.0	0	0	form8-k_htm.xml	1					
